cfg.size,cfg.start,cfg.goal,cfg.door_row,cfg.room_payout,cfg.d_feat,cfg.tau,cfg.lr,cfg.delta_c,cfg.delta_phi,cfg.beta0,cfg.dbudget,cfg.lam_withdraw_beta,cfg.dlam,cfg.gbeta_patience,cfg.seeds,cfg.n_iters,cfg.trace_every,cfg.fd_checkpoints,cfg.advisor_mode,cfg.fd_eps_b,cfg.fd_eps_l,cfg.fd_K,cfg.lam_default,cfg.warmup_iters,cfg.j_opt,cfg.gamma,iter,beta,lam,D_e,G_beta,H_lambda,I_e,J_ext_actor,J_ext_advisor,J_ext_mix,J_ext_solo,dJ_dbeta,dJ_dlambda,room_occ,seed
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,250,0.45,1.0,0.015008798761302455,-8.839189965648183e-05,5.0008582165977595e-06,0.006753959442586105,0.014593423330989208,0.01937232233374223,0.01669620011697504,0.024474600300066207,0.004773162581450026,0.00040506951554441915,0.05250503655223614,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,275,0.45,1.0,0.01695534603398879,-0.00010401488582991471,3.790157009645776e-06,0.007629905715294956,0.015589323231313124,0.02120600268319685,0.018065351438140167,0.028052832791686123,0.005616803834815403,0.00030700271778130836,0.05628051816405344,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,300,0.45,1.0,0.018994898455467202,-0.00012127722524292934,2.254675617962264e-06,0.00854770430496024,0.016692565241028603,0.023230837671200145,0.019583816364635166,0.03232759543437593,0.006548970163118195,0.00018262872505494366,0.060404409414394365,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,325,0.45,1.0,0.021128264102683147,-0.00014023472605018865,3.35546765275941e-07,0.009507718846207417,0.017916490590464226,0.025461407892635703,0.021267880900116026,0.037435057978482726,0.007572675206710199,2.7179287987351267e-05,0.06490275449922163,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,350,0.45,1.0,0.023359632252088515,-0.00016090369716672084,-2.0314969282131184e-06,0.010511834513439832,0.019275965045155115,0.02791135984082204,0.02313489960875573,0.043528294809334,0.00868879964700294,-0.00016455125118526286,0.06980028961753948,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,375,0.45,1.0,0.02569157420563976,-0.0001832478173288643,-4.914654367299723e-06,0.011561208392537893,0.020787466630681737,0.030592827305739777,0.02520313854291026,0.05077376420505005,0.009895382135758687,-0.00039808700375127824,0.07511935395004632,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,400,0.45,1.0,0.028123509080921486,-0.000207164436516681,-8.383781038165753e-06,0.012655579086414669,0.02246915389532697,0.03351584848818086,0.027491566350098154,0.05934458802029979,0.011186879571900793,-0.0006790862640914271,0.08087867028056495,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,425,0.45,1.0,0.030653733460117,-0.00023247148610563658,-1.2507252176221247e-05,0.01379418005705265,0.02434090992027558,0.03668784062710156,0.030019603883231525,0.0694095570281601,0.012553460249704395,-0.0010130874262739226,0.0870920718839684,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,450,0.45,1.0,0.03327012265589566,-0.000258896488999038,-1.7348010346088587e-05,0.01497155519515305,0.026424358147918527,0.040113202433610384,0.03280685088662679,0.08111682533935523,0.013980410405948072,-0.0014051888380331777,0.09376728560799227,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,475,0.45,1.0,0.03598824767585608,-0.00028606930561460146,-2.2958974624556204e-05,0.016194711454135237,0.028742846883655783,0.043793111332399375,0.03587281510013386,0.09457207548332115,0.015447742503188503,-0.0018596769445890554,0.1009049065981041,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,500,0.45,1.0,0.038770917082773776,-0.00031352013092160463,-2.9378127479005724e-05,0.0174469126872482,0.031321399315508626,0.04772556434180084,0.0392366718003145,0.10981309911584589,0.016930087069766675,-0.0023796283257994672,0.10849770884681183,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,525,0.45,1.0,0.0416126992568493,-0.0003406838266174771,-3.6623711222906244e-05,0.018725714665582188,0.03418662418493201,0.05190567894301418,0.042917077875276946,0.12678595598391637,0.018396926637343793,-0.0029665206090554105,0.11653042000399069,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,550,0.45,1.0,0.04449640491493519,-0.00036691097221897343,-4.469002562630412e-05,0.020023382211720838,0.03736657802272854,0.056326228689894384,0.046932052589931925,0.14533038039159576,0.019813192499824595,-0.003619892075730639,0.12498004550106992,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,575,0.45,1.0,0.04742863577271687,-0.00039148518680936643,-5.354429905709006e-05,0.021342886097722592,0.04089056284312454,0.060978346659378395,0.05129891785061014,0.16518160780731653,0.02114020008770582,-0.004337088223624302,0.13381675991248607,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,600,0.45,1.0,0.05041532351642321,-0.0004136455111641569,-6.312500561002948e-05,0.022686895582390443,0.04478883404123776,0.06585229850871559,0.056034267120676336,0.1859916350769824,0.022336857602864506,-0.005113125454412396,0.14300530395342512,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,625,0.45,1.0,0.05341143830515936,-0.0004326121445661304,-7.334184281154049e-05,0.024035147237321714,0.04909218391149771,0.07093821408649899,0.06115390941983457,0.2073668086360489,0.02336105580657108,-0.005940689267734789,0.15250674992476657,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,650,0.45,1.0,0.05637782931433393,-0.00044761371432898266,-8.407740907230793e-05,0.02537002319145027,0.053831359895745376,0.07622667542761148,0.06667271933005887,0.22891305855195174,0.024171140573765102,-0.006810270134856953,0.16228044332945923,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,675,0.45,1.0,0.05928983785536856,-0.0004579144975328543,-9.519046963608798e-05,0.02668042703491585,0.05903627736184225,0.08170908682660702,0.0726043213806557,0.25027724167653564,0.02472738286677417,-0.007710428040523139,0.1722859054588715,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,700,0.45,1.0,0.062153273806831756,-0.0004628404655476058,-0.00010652060178212468,0.027968973213074292,0.06473499824074895,0.08737779223315506,0.07896055136574091,0.27117466276967495,0.02499338513957075,-0.008628168744352113,0.18248449440237396,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,725,0.45,1.0,0.06492387469787622,-0.0004618034712045632,-0.00011789396600933684,0.0292157436140443,0.0709524716018564,0.09322594731843094,0.0857506688160167,0.29139869337752555,0.024937387445046453,-0.0095494112467563,0.1928406651235416,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,750,0.45,1.0,0.06755437821387672,-0.00045432316341884396,-0.00012912993641254496,0.030399470196244525,0.07770906974356437,0.09924719006484611,0.09298034116405729,0.31081521170663684,0.024533450824617612,-0.010459524849416158,0.20332273209811746,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,775,0.45,1.0,0.0700561569555438,-0.00044004621943001066,-0.0001400483048236728,0.03152527062999471,0.08501899914678197,0.10543517922474373,0.10065047445726034,0.329348497428366,0.023762495849220612,-0.011343912690717514,0.21390310779028934,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,800,0.45,1.0,0.0723958296556565,-0.00041876229156535393,-0.00015047672139587194,0.03257812334504542,0.09288871103571376,0.11178308223419123,0.10875601758825297,0.3469651475622334,0.02261316374452915,-0.012188614433065646,0.22455805584279503,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,825,0.45,1.0,0.07454669065633758,-0.000390415834599435,-0.0001602579466563937,0.03354601079535191,0.10131546991818495,0.1182830934932051,0.11728490442153482,0.36366017358656083,0.021082455068369522,-0.01298089367916791,0.2352670515795339,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,850,0.45,1.0,0.07652248548159236,-0.00035511288550162855,-0.0001692563972041214,0.03443511846671656,0.11028624945470254,0.12492605231788627,0.12621730882491866,0.37944680707458084,0.01917609581708797,-0.013709768173533856,0.2460118800054878,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,875,0.45,1.0,0.0783019930828855,-0.0003131220013455674,-0.00017736342321284773,0.03523589688729848,0.11977710722368756,0.131701210208646,0.13552536392890527,0.3943498001117602,0.016908588072660668,-0.01436643728024069,0.2567756210798253,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,900,0.45,1.0,0.0798664887429692,-0.0002648688848976335,-0.00018450081283140755,0.035939919934336144,0.12975314532495363,0.138596172718862,0.1451734399449539,0.4084012795099789,0.014302919784472231,-0.014944565839344035,0.26754167312373117,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,925,0.45,1.0,0.08126912539675356,-0.0002109246087260842,-0.00019062219662014962,0.0365711064285391,0.14016910217512402,0.1455970157731098,0.155118995642756,0.4216381684373033,0.011389928871208564,-0.015440397926232145,0.27829294825783546,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,950,0.45,1.0,0.08247705512682867,-0.0001519876655476831,-0.00019571229528665972,0.0371146748070729,0.1509705560069889,0.1526885533872462,0.16531393548172124,0.43410044898263656,0.0082073339395749,-0.015852695918219462,0.28901134054348443,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,975,0.45,1.0,0.08347436395124838,-8.886031057933207e-05,-0.00019978424602986922,0.03756346377806177,0.16209566385999297,0.1598547165213984,0.1757063366358697,0.4458298465688742,0.004798456771283939,-0.016182523928419432,0.2996775218807085,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,1000,0.45,1.0,0.08425805910441578,-2.2419924054783432e-05,-0.00020287547634131298,0.0379161265969871,0.17347731608716976,0.16707899334303622,0.18624237091800652,0.4568687496456514,0.0012106758989583071,-0.016432913583646378,0.31027106897530643,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,1025,0.27590998184627125,1.0,0.08429196122420947,-0.0003167215863848298,-0.00015249485280920957,0.024389068962856343,0.1858975753402101,0.173708590685177,0.19589459699627632,0.46725930937693966,0.017102965664780836,-0.007942125642507005,0.301677766928686,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,1050,0.0,0.9099999999999999,0.07840460605008405,-0.0005914996972041616,-8.203692830224745e-05,0.0,0.20569992159935793,0.17562422118056745,0.20569992159935793,0.4770427158570941,0.03194098364902478,-0.0,0.28609028975103445,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,1075,0.0,0.6599999999999997,0.07098450514879093,-9.980843155758657e-05,-9.032274737533402e-05,0.0,0.22874231006978404,0.17562422118056703,0.22874231006978404,0.48625865383557143,0.005389655304109683,-0.0,0.3113396311923061,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,1100,0.0,0.4099999999999995,0.06569187031912165,0.00036742918469535575,-9.604119852103229e-05,0.0,0.25122926039262616,0.17562422118056642,0.25122926039262616,0.4949449297332443,-0.01984117597354924,-0.0,0.33528058121762117,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,1125,0.0,0.15999999999999925,0.06499679707760357,0.000805762297182884,-9.965086003092642e-05,0.0,0.2729307135547967,0.1756242211805658,0.2729307135547967,0.5031372490502778,-0.043511164047875805,-0.0,0.357843578607001,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,25,"[0, 100, 250, 500, 1000, 2000, 3500, 5000, 7000, 9999]",shaped,0.001,0.001,300,1.0,150,0.7278,0.9814814814814815,1150,0.0,0.0,0.06664618869846639,0.0012141473591553362,-0.00010163480676452592,0.0,0.29370130565773495,0.17562422118056498,0.29370130565773495,0.5108691156115186,-0.06556395739438825,-0.0,0.37902717843971545,0
