cfg.size,cfg.start,cfg.goal,cfg.door_row,cfg.room_payout,cfg.d_feat,cfg.tau,cfg.lr,cfg.delta_c,cfg.delta_phi,cfg.beta0,cfg.dbudget,cfg.lam_withdraw_beta,cfg.dlam,cfg.gbeta_patience,cfg.seeds,cfg.n_iters,cfg.trace_every,cfg.fd_checkpoints,cfg.j_opt,cfg.gamma,iter,beta,lam,D_e,G_beta,H_lambda,I_e,J_ext_actor,J_ext_advisor,J_ext_mix,J_ext_solo,dJ_dbeta,dJ_dlambda,room_occ,seed
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,250,0.45,1.1607706760117429,0.040301901808219166,-0.0009228604476432409,-2.0305344899862068e-05,0.018135855813698625,0.02487505938273389,0.07364327126545342,0.04498292671059639,0.024474600300066207,0.049834464172735085,-0.00164473293688883,0.1049805526839121,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,275,0.45,1.1607706760117429,0.04374028818852468,-0.0008770920172470084,-2.3637724636087277e-05,0.019683129684836105,0.02772872662101251,0.07384020336396084,0.04732640573623059,0.028052832791686123,0.047362968931338525,-0.0019146556955230724,0.10946055666807131,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,300,0.45,1.1607706760117429,0.04730370826213929,-0.0008250500587220961,-2.725300665280896e-05,0.02128666871796268,0.030892934129617775,0.07402051508280755,0.049828636684222403,0.03232759543437593,0.04455270317099326,-0.0022074935388775294,0.11416062155994491,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,325,0.45,1.1607706760117429,0.0510534131492786,-0.0007662266948632254,-3.115865695591334e-05,0.02297403591717537,0.03439238314089228,0.07418184864506244,0.0525001321797327,0.037435057978482726,0.04137624152261424,-0.0025238512134289843,0.11908593478370734,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,350,0.45,1.1607706760117429,0.05486677993787091,-0.0007001030303145521,-3.535861342528953e-05,0.02469005097204191,0.03825153436241761,0.07432172294413966,0.05535170725218056,0.043528294809334,0.03780556363698587,-0.0028640476874484564,0.12424058313399541,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,375,0.45,1.1607706760117429,0.058734141983568286,-0.0006261553101296451,-3.985247199329862e-05,0.02643036389260573,0.04249412764404318,0.07443755669395453,0.05839437397672697,0.05077376420505005,0.03381238674700089,-0.0032280502314571934,0.12962735541350884,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,400,0.45,1.1607706760117429,0.06270915134869282,-0.0005438625974477727,-4.463466031792221e-05,0.02821911810691177,0.047142655458585675,0.07452669840003062,0.06163920172337397,0.05934458802029979,0.02936858026217977,-0.0036154074857517047,0.1352475458711682,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,425,0.45,1.1607706760117429,0.06702002512510066,-0.0004527161800228685,-4.969364367355221e-05,0.030159011306295298,0.052217798929909076,0.07458646343071355,0.06509713663123207,0.0694095570281601,0.02444667372123494,-0.004025185137557736,0.14110076459261559,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,450,0.45,1.1607706760117429,0.07147348434574616,-0.0003522309098968448,-5.501121933366173e-05,0.032163067955585774,0.05773783433833464,0.07461417824559678,0.06877877394150504,0.08111682533935523,0.01902046913442965,-0.004455908766026607,0.14718476144984613,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,475,0.45,1.1607706760117429,0.07608441510681438,-0.00024195864056913448,-6.056196581842512e-05,0.03423798679806647,0.06371801657120546,0.07460723159930746,0.07269407765635211,0.09457207548332115,0.013065766590733283,-0.004905519231292442,0.15349527038956517,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,500,0.45,1.1607706760117429,0.08081924847690815,-0.00012150383033084329,-6.631292018852562e-05,0.03636866181460867,0.07016994506296421,0.07456313228802706,0.07685204406545025,0.10981309911584589,0.006561206837865548,-0.005371346535270584,0.16002588075536373,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,525,0.45,1.1607706760117429,0.08573313906474841,9.458793065772792e-06,-7.222355787706406e-05,0.03857991257913679,0.07710091897644154,0.07447957273768571,0.08126030944086804,0.12678595598391637,-0.0005107748255517315,-0.005850108188042198,0.16676794207602147,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,550,0.15773092640624817,1.1607706760117429,0.09218753505628596,-0.00011876774150788437,-9.646952575710788e-05,0.015672900779234576,0.08599292140268552,0.0743165495578628,0.08791789513839812,0.14533038039159576,0.006413458041425766,-0.002952159582180055,0.17850418474781427,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,575,0.0,0.9907706760117427,0.09980079345056371,-0.0002625457064874593,-0.00012026681928219989,0.0,0.0990480334281626,0.07553138492029811,0.0990480334281626,0.16518160780731653,0.014177468150322824,-0.0,0.193501782471018,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,600,0.0,0.7407706760117425,0.1073895337294963,-0.0002085642537129099,-0.00013284527375324973,0.0,0.11418946959977037,0.0758089410198582,0.11418946959977037,0.1859916350769824,0.011262469700497152,-0.0,0.21165093265219198,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,625,0.0,0.4907706760117423,0.11529344021380868,-0.00014441297693459676,-0.00014111920078689703,0.0,0.13088547393193786,0.0748888364916942,0.13088547393193786,0.2073668086360489,0.007798300754468237,-0.0,0.23043264447622808,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,650,0.0,0.24077067601174207,0.12329073457341291,-6.411674022374582e-05,-0.0001450471382049892,0.0,0.14898876579310943,0.07323217702967776,0.14898876579310943,0.22891305855195174,0.0034623039720822796,-0.0,0.2497263935383271,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,675,0.0,0.0,0.13126428027691336,3.677862863318387e-05,-0.0001450656041244374,0.0,0.16827208412506073,0.07119754611528853,0.16827208412506073,0.25027724167653564,-0.001986045946191932,-0.0,0.2694023617133625,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,700,0.0,0.0,0.13856411173149918,0.0002792924052929048,-0.00014424843605117128,0.0,0.18844328697243534,0.07146278435010818,0.18844328697243534,0.27117466276967495,-0.015081789885816883,-0.0,0.28931254648840493,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,725,0.0,0.0,0.14563857793433221,0.0005379184969710041,-0.00014138252940291485,0.0,0.20917120919565568,0.07123257440957424,0.20917120919565568,0.29139869337752555,-0.02904759883643427,-0.0,0.3092880743610402,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,750,0.0,0.0,0.15223760265103106,0.0008068119791765743,-0.00013717206327443113,0.0,0.23011784167811658,0.07055899320668979,0.23011784167811658,0.31081521170663684,-0.04356784687553508,-0.0,0.3291465120324105,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,775,0.0,0.0,0.15855950286436,0.0010817295948444875,-0.00013222281249375574,0.0,0.2509700637581139,0.06952687496302447,0.2509700637581139,0.329348497428366,-0.058413398121602414,-0.0,0.34870725092832056,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,800,0.0,0.0,0.1642098752146599,0.0013597694982417307,-0.00012698485883364083,0.0,0.27146366653335324,0.0682291634092949,0.27146366653335324,0.3469651475622334,-0.07342755290505357,-0.0,0.3678083510646888,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,825,0.0,0.0,0.1690715304744405,0.001639086844267182,-0.00012175754507688981,0.0,0.29139510556211556,0.06675374848241267,0.29139510556211556,0.36366017358656083,-0.08851068959042797,-0.0,0.38631820732635547,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,850,0.0,0.0,0.17329908775219,0.0019184276896986332,-0.00011672022710336848,0.0,0.3106211603037707,0.06517567760240489,0.3106211603037707,0.37944680707458084,-0.10359509524372636,-0.0,0.40413935169818377,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,875,0.0,0.0,0.17680003228341337,0.002196698870140209,-0.00011196770621458655,0.0,0.32905046320753484,0.0635543384263083,0.32905046320753484,0.3943498001117602,-0.11862173898757147,-0.0,0.42120590257094837,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,900,0.0,0.0,0.17966665002110793,0.002472703628046532,-0.00010754049417331004,0.0,0.3466318719210961,0.06193397691048956,0.3466318719210961,0.4084012795099789,-0.13352599591451295,-0.0,0.43747797692363577,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,925,0.0,0.0,0.1819138306962161,0.0027450648621445972,-0.00010344721780066813,0.0,0.36334340616460103,0.060345862856857085,0.36334340616460103,0.4216381684373033,-0.14823350255580847,-0.0,0.4529358646651256,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,950,0.0,0.0,0.18361255706686183,0.0030122854688523037,-9.967964191268526e-05,0.0,0.3791835081460928,0.058810921363812066,0.3791835081460928,0.43410044898263656,-0.16266341531802467,-0.0,0.4675753416511418,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,975,0.0,0.0,0.18486526785932406,0.0032728722250259874,-9.622183443086596e-05,0.0,0.3941648492995823,0.05734220399091035,0.3941648492995823,0.4458298465688742,-0.1767351001514036,-0.0,0.4814043072391971,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1000,0.0,0.0,0.18599890937356248,0.003525461483064439,-9.30551641184775e-05,0.0,0.40831013716544307,0.05594696175193319,0.40831013716544307,0.4568687496456514,-0.19037492008548,-0.0,0.4944403564752661,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1025,0.0,0.0,0.18709680220289407,0.0037689106882891526,-9.01606358029152e-05,0.0,0.421649216594391,0.05462828790482148,0.421649216594391,0.46725930937693966,-0.20352117716761456,-0.0,0.5067088224617274,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1050,0.0,0.0,0.187976731334588,0.0040023442519111175,-8.751973250547669e-05,0.0,0.4342169136730818,0.053386380744390644,0.4342169136730818,0.4770427158570941,-0.2161265896032007,-0.0,0.5182409913332491,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1075,0.0,0.0,0.18863618039152005,0.004225158707421633,-8.511456161691779e-05,0.0,0.44605130198085297,0.05221949567336042,0.44605130198085297,0.48625865383557143,-0.22815857020076855,-0.0,0.5290723920113343,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1100,0.0,0.0,0.18929436411582556,0.004436999561370595,-8.292777328590977e-05,0.0,0.4571922537431728,0.051124650672487434,0.4571922537431728,0.4949449297332443,-0.23959797631401247,-0.0,0.5392411934155792,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1125,0.0,0.0,0.18987760898930958,0.004637723146009885,-8.09424766901842e-05,0.0,0.4676802391947519,0.05009813859433541,0.4676802391947519,0.5031372490502778,-0.25043704988453414,-0.0,0.5487867868768613,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1150,0.0,0.0,0.19036113455763942,0.004827354133577696,-7.914222970284096e-05,0.0,0.4775553715609668,0.04913588987045097,0.4775553715609668,0.5108691156115186,-0.26067712321319597,-0.0,0.5577486179029107,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1175,0.0,0.0,0.1908533925170483,0.005006045621895707,-7.751110140753256e-05,0.0,0.48685669233613516,0.048233721251438114,0.48685669233613516,0.518171822286359,-0.27032646358236856,-0.0,0.5661652937855075,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1200,0.0,0.0,0.19130496598866517,0.005174045292974563,-7.603377895531939e-05,0.0,0.4956216767176004,0.047387499586931725,0.4956216767176004,0.5250745052775452,-0.27939844582062684,-0.0,0.5740739565105436,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1225,0.0,0.0,0.19167955827057864,0.005331668668500959,-7.469568769752745e-05,0.0,0.503885926107987,0.046593243907266324,0.503885926107987,0.5316042387869956,-0.2879101080990522,-0.0,0.5815098854101642,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1250,0.0,0.0,0.19199992046585448,0.005479278990294568,-7.348310111949631e-05,0.0,0.5116830084528493,0.04584718400912243,0.5116830084528493,0.5377861522388259,-0.29588106547590715,-0.0,0.5885062826495251,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1275,0.0,0.0,0.19228434479501053,0.0056172725446049,-7.23832265846924e-05,0.0,0.5190444075825257,0.045145789378293104,0.5190444075825257,0.5436435572778409,-0.3033327174086651,-0.0,0.5950941938738958,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1300,0.0,0.0,0.1925228849597638,0.005746068069468849,-7.138426081566786e-05,0.0,0.5259995474485851,0.04448577864263693,0.5259995474485851,0.5491980759836714,-0.3102876757513183,-0.0,0.6013025218960025,0
10,"[0, 0]","[9, 9]",9,0.01,16,0.3,8.0,0.1,0.05,0.45,0.06,0.05,0.01,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2500,25,"[0, 100, 250, 500, 1000, 1500, 2000, 2499]",0.7278,0.9814814814814815,1325,0.0,0.0,0.19271803270796664,0.005866099007026151,-7.047541453801991e-05,0.0,0.5325758638377066,0.04386411683391427,0.5325758638377066,0.5544697650081588,-0.3167693463794126,-0.0,0.6071580995760795,0
