cfg.experiment,cfg.held_beta,cfg.seed,cfg.n_iters,cfg.snapshots,cfg.train_eps,cfg.probe_eps,cfg.critic_iters,cfg.roster,cfg.recipe,cfg.gae_lambda,cfg.tau,cfg.gamma,cfg.j_opt,cfg.fragile_thresh,cfg.buffer,cfg.cnn_channels,cfg.torch,cfg.device,cfg.instrument,iter,beta,lam,D_e,G_beta,H_lambda,I_e,J_ext_actor,J_ext_advisor,J_ext_mix,J_ext_mix_hat,dJ_dbeta,dJ_dlambda,distr_occ_actor,distr_occ_advisor,distr_occ_mix,distr_occ_mix_hat,max_rA_dev,max_rB_dev,max_rphi_dev,order
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),0,0.5,1.0,0.0,0.0,7.932079564166815e-06,0.0,0.008477069553485412,0.008477069553485412,0.008477069553485412,0.0060974503507565826,-0.0,0.0007138871607750145,0.028561813333302318,0.028561813333302318,0.028561813333302318,0.019365198941991582,0.0002615294021337533,0.0008041143157748731,0.0005299870389592343,actor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),1,0.5,1.0,5.9526387045835546e-05,-2.417227646410381e-07,7.9407110307288e-06,2.9763193522917773e-05,0.008483304972666859,0.00849635800205506,0.008489829849121677,0.0011296202511570403,1.3053029290616079e-05,0.0007146639927655932,0.028578984962166584,0.028621173827282114,0.02860007445745333,0.009437193986720726,0.00016223911760704368,0.0005829999068707181,0.0003726718311525268,actor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),2,0.5,1.0,0.00010373379953736059,-4.2755857171976016e-07,7.944697256907546e-06,5.186689976868029e-05,0.008486288994612987,0.008509377158039467,0.008497827937757474,0.004021954708315675,2.3088162872867086e-05,0.0007150227531216803,0.02858758152681933,0.028661796537828754,0.02862467381695283,0.01277604549685939,0.000399762194732034,0.0007858655559656036,0.000592899009788761,actor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),3,0.5,1.0,0.00014194476771311356,-5.876707422674195e-07,7.951708487325628e-06,7.097238385655678e-05,0.0084947447131251,0.00852647893455063,0.008510602063527415,0.005442754146573431,3.17342200824407e-05,0.0007156537638593076,0.028611448943947466,0.028714033161603217,0.028662711685839844,0.016290554455564474,0.0005224752399914934,0.0010447738941894436,0.00076787581391069,advisor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),4,0.5,1.0,0.00019927866549891238,-8.022501049908707e-07,7.96103001111746e-06,9.963933274945619e-05,0.008506156103672967,0.008549477611994233,0.008527798978482892,0.001425957936924737,4.332150566950708e-05,0.0007164927010005726,0.02864334026433161,0.02878427954070764,0.028713755396242865,0.011225348691297442,0.00018431026034038123,0.0006568979595595881,0.00041905436395983653,actor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),5,0.5,1.0,0.00025658745636857456,-1.0349673666761555e-06,7.96856096959953e-06,0.00012829372818428728,0.008510264780055421,0.008566153022263732,0.008538179378350183,0.007823961348679995,5.588823780051249e-05,0.0007171704872639588,0.028653636734138243,0.0288362853029251,0.028744869288902176,0.02180670866632669,0.0004957800259541845,0.0008906050557402345,0.0006934130948315076,advisor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),6,0.5,1.0,0.0003063655419820621,-1.2282278530909858e-06,7.978492197537958e-06,0.00015318277099103105,0.008522881546587417,0.008589205853877681,0.008556003012386008,0.005396803031403938,6.632430406691334e-05,0.0007180642977784173,0.028685346450024705,0.02890362066904828,0.028794354145492012,0.020475384237427605,0.0003985720276193927,0.0010414076799452054,0.000720350773415479,actor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),7,0.5,1.0,0.0003588099217095119,-1.4485995684646805e-06,7.987345578894765e-06,0.00017940496085475595,0.008534062545044806,0.008612286926995331,0.008573118144159298,0.006061170967063294,7.822437669709287e-05,0.00071886110210053,0.028715799202065878,0.02897309984831213,0.028844269508363524,0.01886202826138436,0.000589719105130504,0.001189473972423194,0.000889153025993572,advisor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),8,0.5,1.0,0.0004257206649665566,-1.7284273160538326e-06,7.999163881936175e-06,0.0002128603324832783,0.008546832341891342,0.00864016742979812,0.008593418997440275,0.002014218135408323,9.33350750669071e-05,0.0007199247493742569,0.02874980922831584,0.02905533202349879,0.02890231662944181,0.016456896657775878,0.00020656642323912955,0.0009134075076899784,0.0005507589129885027,actor_first
bridge_multiseed,0.5,4,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),9,0.5,1.0,0.0004906005152026212,-2.0034293998229e-06,8.007394276439747e-06,0.0002453002576013106,0.008551976540432483,0.008660161743270297,0.00860596115404976,0.01114855333268567,0.00010818518759043676,0.0007206654848795783,0.0287632395125862,0.02911611712926774,0.028939341876410278,0.02638165119384301,0.0006019936935077741,0.0011732716448227265,0.0008882496630502335,actor_first
