cfg.experiment,cfg.held_beta,cfg.seed,cfg.n_iters,cfg.snapshots,cfg.train_eps,cfg.probe_eps,cfg.critic_iters,cfg.roster,cfg.recipe,cfg.gae_lambda,cfg.tau,cfg.gamma,cfg.j_opt,cfg.fragile_thresh,cfg.buffer,cfg.cnn_channels,cfg.torch,cfg.device,cfg.instrument,iter,beta,lam,D_e,G_beta,H_lambda,I_e,J_ext_actor,J_ext_advisor,J_ext_mix,J_ext_mix_hat,dJ_dbeta,dJ_dlambda,distr_occ_actor,distr_occ_advisor,distr_occ_mix,distr_occ_mix_hat,max_rA_dev,max_rB_dev,max_rphi_dev,order
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),0,0.2,1.0,0.0,0.0,7.932079564166815e-06,0.0,0.008477069553485412,0.008477069553485412,0.008477069553485412,0.007476413850383936,-0.0,0.0002855548643100058,0.028561813333302318,0.028561813333302318,0.028561813333302318,0.021033572697504655,0.0008660558153665843,0.000390301327303888,0.0007709049177542227,actor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),1,0.2,1.0,5.513403452954593e-05,2.5146522714823904e-07,7.92975850717263e-06,1.1026806905909187e-05,0.008501032102392883,0.008487457497382339,0.00849831597675153,0.0015105097324720899,-1.3579122266004929e-05,0.00028547130625821516,0.028637568478139266,0.028596510360674635,0.028629353793357758,0.009812988963957532,0.00035958419495885074,0.00029857284924983407,0.00034645508804720393,advisor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),2,0.2,1.0,6.578355161840444e-05,2.863970830395161e-07,7.930971511551865e-06,1.315671032368089e-05,0.008510170700214757,0.008494711243405052,0.0085070772125997,0.006549598878664863,-1.5465442484133893e-05,0.0002855149744158676,0.0286645595882448,0.02862062534141202,0.02865576932334657,0.020393855108470207,0.000669165022988305,0.00044924352342623486,0.0006251658177874875,advisor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),3,0.2,1.0,9.121571469486922e-05,4.1877639284846066e-07,7.932402454711085e-06,1.8243142938973844e-05,0.008528683377871412,0.008506082507795944,0.008524159722223758,0.007180333105324967,-2.2613925213816912e-05,0.00028556648836959954,0.02871915646219677,0.02865840979136776,0.028707000598314464,0.024476568738696483,0.00042775748874879227,0.00035329775054482315,0.00039452713561682895,advisor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),4,0.2,1.0,0.00010207983253567683,4.67272084954853e-07,7.935783151542949e-06,2.0415966507135366e-05,0.008539826832777007,0.008514610475553911,0.00853477920486793,0.005254870158107153,-2.52326925875621e-05,0.0002856881934555466,0.028747210365608532,0.02868596576543067,0.0287349549531696,0.0218769800551344,0.0009244906344952897,0.0005643221194940873,0.0008524266840428396,actor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),5,0.2,1.0,0.00013558487162152572,6.3261237528548e-07,7.938646085394141e-06,2.7116974324305145e-05,0.008559610748405774,0.008525479682676555,0.008552776533666309,0.0051786663816615905,-3.416106826541598e-05,0.00028579125907418954,0.028806660412404265,0.028723240539065952,0.028789964277986455,0.017447554209015746,0.0009990180691358264,0.00044457376556961137,0.0008880506571503632,actor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),6,0.2,1.0,0.0001767334332013376,8.811353052849916e-07,7.937467193797406e-06,3.534668664026752e-05,0.008583052424018975,0.00853552813436193,0.008573532359399916,0.004748795783040881,-4.758130648538962e-05,0.00028574881897670704,0.028877549276637944,0.028756316036104186,0.028853277499293922,0.01578538431679554,0.0007823910692746905,0.0003536654046762955,0.0006965471096113118,actor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),7,0.2,1.0,0.00021796467685586337,1.1031722542603043e-06,7.93689502320115e-06,4.359293537117267e-05,0.008604291835185598,0.008544809367464254,0.00859237164836856,0.0074964531553979455,-5.9571301730056524e-05,0.00028572822083524187,0.028939987169439005,0.028785598929858942,0.02890906869946911,0.024767381395073736,0.0008640560730266422,0.000473300420883227,0.0007860020108134691,actor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),8,0.2,1.0,0.00026910794546577336,1.3362681279257068e-06,7.935765025234555e-06,5.3821589093154674e-05,0.008627822072362734,0.008555794187762426,0.008613381662683862,0.008715553344840594,-7.215847890798828e-05,0.00028568754090844446,0.02901270669101725,0.028822289489144434,0.028974560104941254,0.02399498577949083,0.0009139751660975914,0.0004162270680017066,0.0008091074945855148,actor_first
bridge_multiseed,0.2,0,2500,"[250, 800, 1600, 2499]",200,1500,40,"[""flat_nobeta"", ""onehot_nobeta"", ""conv_nobeta"", ""tabular""]","{'hidden': 128, 'epochs': 200, 'conv': (16, 32), 'lr': 0.003, 'batch': 512, 'crop': 7}",0.95,0.3,0.9814814814814815,0.7278,0.02,"held-beta-only (no pooling, no beta-conditioning)","wallN,wallE,wallS,wallW,agent_center,oob,goal_tile_identity",2.9.1+cu126,cuda,room-field (exp_control.build),9,0.2,1.0,0.0003257768897800108,1.5930937397084824e-06,7.935159819373618e-06,6.515537795600216e-05,0.008652172827538135,0.008566329966682735,0.008634955122792994,0.0093299085812545,-8.602706194425818e-05,0.0002856657534974507,0.029084145423855817,0.028856838617185,0.02903859487555034,0.02320398837219203,0.000864296060810732,0.00036681255501247456,0.0007649833334149037,actor_first
