cfg.experiment,cfg.size,cfg.start,cfg.goal,cfg.distractor,cfg.r_int,cfg.distractor_idx,cfg.d,cfg.beta_fixed,cfg.beta_grid,cfg.lam_grid,cfg.lr,cfg.delta_c,cfg.delta_phi,cfg.tau,cfg.gamma,cfg.horizon,cfg.J_opt,cfg.seeds,cfg.n_iters,cfg.trace_every,cfg.trace_columns,cfg.array_keys,beta,lam,A_max,D_e,G_beta,G_beta_bound,H_lambda,H_lambda_cs_bound,I_e,J_actor,J_advisor,J_mix,J_rb,Jint_actor,Jint_advisor,Jint_mix,Jint_rb,arm,d,dJ_dbeta,dJ_dlambda,delta_wd,knob,knob_value,max_rA_dev,max_rB_dev,max_rphi_dev,mode,occ_actor,occ_advisor,occ_mix,occ_rb,pct_actor,pct_advisor,pct_mix,pct_rb,seed,tv_sa,tv_sa_bound,tv_state,tv_state_bound
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.0,0.5371361359968873,0.0,0.0,0.0,-1.2093640103072475e-10,4.6011658541341504e-10,0.0,0.713306614816512,0.713306614816512,0.713306614816512,0.7133066148164662,8.898258184970501e-09,8.898258184970501e-09,8.898258184970501e-09,8.898258184677095e-09,rb,16,-0.0,-0.0,0.0,lambda,0.0,0.0003774931547629867,,0.0003774931547629867,none,4.119563974523372e-09,4.119563974523372e-09,4.119563974523372e-09,4.119563974387538e-09,0.9801225589400806,0.9801225589400806,0.9801225589400806,0.9801225589400175,5,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.0,0.27836634169242436,0.0,0.0,0.0,-1.111535625068427e-07,1.4888017876980335e-07,0.0,0.7177748740762768,0.7177748740762768,0.7177748740762768,0.7177748740761944,3.206440219094193e-05,3.206440219094193e-05,3.206440219094193e-05,3.206440219174818e-05,rb,16,-0.0,-0.0,0.0,lambda,0.0,0.0002687894130831703,,0.0002687894130831703,none,1.4844630643954583e-05,1.4844630643954583e-05,1.4844630643954583e-05,1.484463064432784e-05,0.9862621931572888,0.9862621931572888,0.9862621931572888,0.9862621931571756,6,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.0,0.5905521089699766,0.0,0.0,0.0,-1.1249021202320069e-06,1.1827480523505473e-06,0.0,0.7208973382843102,0.7208973382843102,0.7208973382843102,0.7208973382843378,6.86118756932625e-05,6.86118756932625e-05,6.86118756932625e-05,6.861187569232323e-05,rb,16,-0.0,-0.0,0.0,lambda,0.0,0.0002977990848599399,,0.0002977990848599399,none,3.1764757265399295e-05,3.1764757265399295e-05,3.1764757265399295e-05,3.1764757264964456e-05,0.9905526308823949,0.9905526308823949,0.9905526308823949,0.9905526308824327,7,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.28359026699418977,0.0,0.0,0.0,-3.4145419358118986e-09,4.50193616426731e-09,0.0,0.7162778837203515,0.7162778837203515,0.7162778837203515,0.7163707144459766,2.90878445616121e-07,2.90878445616121e-07,2.90878445616121e-07,3.345433112303774e-07,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.00034179973567538546,,0.00034179973567538546,none,1.3466594704450037e-07,1.3466594704450037e-07,1.3466594704450037e-07,1.5488116260665606e-07,0.9842052459933605,0.9842052459933605,0.9842052459933605,0.984332800521046,0,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.28863823679793954,0.0,0.0,0.0,-2.459901129034289e-08,3.121381252790336e-08,0.0,0.7160447074563491,0.7160447074563491,0.7160447074563491,0.7165842153805042,2.485585783554317e-06,2.485585783554317e-06,2.485585783554317e-06,3.850406319376618e-06,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.00047397439082463855,,0.00047397439082463855,none,1.1507341590529228e-06,1.1507341590529228e-06,1.1507341590529228e-06,1.7825955182299111e-06,0.9838848489694004,0.9838848489694004,0.9838848489694004,0.9846261625591075,1,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.8121735063661477,0.0,0.0,0.0,-1.8619725333666455e-07,2.043644563645075e-07,0.0,0.7173217228198527,0.7173217228198527,0.7173217228198527,0.7172026174305943,1.0572001046520578e-05,1.0572001046520578e-05,1.0572001046520578e-05,9.030885257219673e-06,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.0003405326872110148,,0.0003405326872110148,none,4.8944449289447115e-06,4.8944449289447115e-06,4.8944449289447115e-06,4.180965396860955e-06,0.9856395383833,0.9856395383833,0.9856395383833,0.9854758810212643,2,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.6990365138096771,0.0,0.0,0.0,-2.2570727754894787e-06,2.35929946861439e-06,0.0,0.7153236837629311,0.7153236837629311,0.7153236837629311,0.7152953386655418,0.0001410623092986069,0.0001410623092986069,0.0001410623092986069,0.00018958313050494057,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.00047485931485979904,,0.00047485931485979904,none,6.530662467528093e-05,6.530662467528093e-05,6.530662467528093e-05,8.776996782636123e-05,0.9828941227196081,0.9828941227196081,0.9828941227196081,0.9828551749952923,3,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.3943201696703227,0.0,0.0,0.0,-7.601263923774652e-10,1.5600236144548752e-09,0.0,0.7149184772023706,0.7149184772023706,0.7149184772023706,0.7173213034480305,5.352927351091994e-08,5.352927351091994e-08,5.352927351091994e-08,1.4869964862580459e-05,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.00046124514532519534,,0.00046124514532519534,none,2.4782071069870278e-08,2.4782071069870278e-08,2.4782071069870278e-08,6.884242991935378e-06,0.9823373465972697,0.9823373465972697,0.9823373465972697,0.9856389621433281,4,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.5371361359968873,0.0,0.0,0.0,-1.2093640103072475e-10,4.6011658541341504e-10,0.0,0.713306614816512,0.713306614816512,0.713306614816512,0.7139319843789904,8.898258184970501e-09,8.898258184970501e-09,8.898258184970501e-09,5.647738968950879e-10,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.0003774931547629867,,0.0003774931547629867,none,4.119563974523372e-09,4.119563974523372e-09,4.119563974523372e-09,2.614693967106885e-10,0.9801225589400806,0.9801225589400806,0.9801225589400806,0.9809818511478463,5,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.27836634169242436,0.0,0.0,0.0,-1.111535625068427e-07,1.4888017876980335e-07,0.0,0.7177748740762768,0.7177748740762768,0.7177748740762768,0.7179745645277692,3.206440219094193e-05,3.206440219094193e-05,3.206440219094193e-05,3.601820392371112e-05,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.0002687894130831703,,0.0002687894130831703,none,1.4844630643954583e-05,1.4844630643954583e-05,1.4844630643954583e-05,1.667509440912547e-05,0.9862621931572888,0.9862621931572888,0.9862621931572888,0.9865365788313414,6,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.25,0.5905521089699766,0.0,0.0,0.0,-1.1249021202320069e-06,1.1827480523505473e-06,0.0,0.7208973382843102,0.7208973382843102,0.7208973382843102,0.7208797184326288,6.86118756932625e-05,6.86118756932625e-05,6.86118756932625e-05,8.493280510859482e-05,rb,16,-0.0,-0.0,0.0,lambda,0.25,0.0002977990848599399,,0.0002977990848599399,none,3.1764757265399295e-05,3.1764757265399295e-05,3.1764757265399295e-05,3.9320743105830914e-05,0.9905526308823949,0.9905526308823949,0.9905526308823949,0.9905284202361462,7,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.5,0.28359026699418977,0.0,0.0,0.0,-3.4145419358118986e-09,4.50193616426731e-09,0.0,0.7162778837203515,0.7162778837203515,0.7162778837203515,0.7161754042475218,2.90878445616121e-07,2.90878445616121e-07,2.90878445616121e-07,3.5235323731692055e-07,rb,16,-0.0,-0.0,0.0,lambda,0.5,0.00034179973567538546,,0.00034179973567538546,none,1.3466594704450037e-07,1.3466594704450037e-07,1.3466594704450037e-07,1.6312649875783337e-07,0.9842052459933605,0.9842052459933605,0.9842052459933605,0.9840644335558163,0,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.5,0.28863823679793954,0.0,0.0,0.0,-2.459901129034289e-08,3.121381252790336e-08,0.0,0.7160447074563491,0.7160447074563491,0.7160447074563491,0.7153184202298759,2.485585783554317e-06,2.485585783554317e-06,2.485585783554317e-06,7.948998444886163e-05,rb,16,-0.0,-0.0,0.0,lambda,0.5,0.00047397439082463855,,0.00047397439082463855,none,1.1507341590529228e-06,1.1507341590529228e-06,1.1507341590529228e-06,3.680091872632475e-05,0.9838848489694004,0.9838848489694004,0.9838848489694004,0.9828868903354132,1,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.5,0.8121735063661477,0.0,0.0,0.0,-1.8619725333666455e-07,2.043644563645075e-07,0.0,0.7173217228198527,0.7173217228198527,0.7173217228198527,0.7169293112410987,1.0572001046520578e-05,1.0572001046520578e-05,1.0572001046520578e-05,9.141791366215037e-06,rb,16,-0.0,-0.0,0.0,lambda,0.5,0.0003405326872110148,,0.0003405326872110148,none,4.8944449289447115e-06,4.8944449289447115e-06,4.8944449289447115e-06,4.2323108176921384e-06,0.9856395383833,0.9856395383833,0.9856395383833,0.985100343270375,2,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.5,0.6990365138096771,0.0,0.0,0.0,-2.2570727754894787e-06,2.35929946861439e-06,0.0,0.7153236837629311,0.7153236837629311,0.7153236837629311,0.7148498073754141,0.0001410623092986069,0.0001410623092986069,0.0001410623092986069,0.0004321148859004091,rb,16,-0.0,-0.0,0.0,lambda,0.5,0.00047485931485979904,,0.00047485931485979904,none,6.530662467528093e-05,6.530662467528093e-05,6.530662467528093e-05,0.0002000531879168554,0.9828941227196081,0.9828941227196081,0.9828941227196081,0.9822429904745021,3,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.5,0.3943201696703227,0.0,0.0,0.0,-7.601263923774652e-10,1.5600236144548752e-09,0.0,0.7149184772023706,0.7149184772023706,0.7149184772023706,0.7168691493943565,5.352927351091994e-08,5.352927351091994e-08,5.352927351091994e-08,2.5112559387981946e-05,rb,16,-0.0,-0.0,0.0,lambda,0.5,0.00046124514532519534,,0.00046124514532519534,none,2.4782071069870278e-08,2.4782071069870278e-08,2.4782071069870278e-08,1.1626184901843487e-05,0.9823373465972697,0.9823373465972697,0.9823373465972697,0.9850176775808178,4,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.5,0.5371361359968873,0.0,0.0,0.0,-1.2093640103072475e-10,4.6011658541341504e-10,0.0,0.713306614816512,0.713306614816512,0.713306614816512,0.7146362237427647,8.898258184970501e-09,8.898258184970501e-09,8.898258184970501e-09,1.645668629319036e-09,rb,16,-0.0,-0.0,0.0,lambda,0.5,0.0003774931547629867,,0.0003774931547629867,none,4.119563974523372e-09,4.119563974523372e-09,4.119563974523372e-09,7.618836246847376e-10,0.9801225589400806,0.9801225589400806,0.9801225589400806,0.9819495148046684,5,0.0,0.0,0.0,0.0
expA_credit,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,16,0.45,"[0.0, 0.1, 0.25, 0.45, 0.6, 0.8]","[0.0, 0.25, 0.5, 0.75, 1.0]",8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[0, 1, 2, 3, 4, 5, 6, 7]",10000,100,"[""iter"", ""J_ext_actor"", ""J_ext_mix"", ""J_ext_advisor"", ""J_ext_rb"", ""distr_occ_actor"", ""distr_occ_mix"", ""distr_occ_advisor"", ""distr_occ_rb"", ""D_e"", ""I_e"", ""G_beta"", ""dJ_dbeta"", ""H_lambda"", ""dJ_dlambda""]","trace_<tag> = (n_checkpoints, len(trace_columns)) learning curve; final_{piA,piB,piR}_<tag> = (S,A) converged policy tables; tag = <arm>_<knob><value>_s<seed>. Any panel observable can be recomputed offline from a final policy + the panel built from config.",0.0,0.5,0.27836634169242436,0.0,0.0,0.0,-1.111535625068427e-07,1.4888017876980335e-07,0.0,0.7177748740762768,0.7177748740762768,0.7177748740762768,0.7181118732946365,3.206440219094193e-05,3.206440219094193e-05,3.206440219094193e-05,4.440285077007498e-05,rb,16,-0.0,-0.0,0.0,lambda,0.5,0.0002687894130831703,,0.0002687894130831703,none,1.4844630643954583e-05,1.4844630643954583e-05,1.4844630643954583e-05,2.0556875356516165e-05,0.9862621931572888,0.9862621931572888,0.9862621931572888,0.9867252486363755,6,0.0,0.0,0.0,0.0
