cfg.experiment,cfg.size,cfg.start,cfg.goal,cfg.distractor,cfg.r_int,cfg.distractor_idx,cfg.beta,cfg.lr,cfg.delta_c,cfg.delta_phi,cfg.tau,cfg.gamma,cfg.horizon,cfg.J_opt,cfg.d_grid,cfg.seeds,cfg.n_iters,J_advisor,J_clean,J_deployed_mix,J_mix,d,occ_advisor,occ_clean,occ_deployed_mix,occ_mix,pct_clean,pct_deployed_mix,pct_mix,residual,seed
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,1.214715272090858e-07,0.7176060425610349,0.4005138447540689,0.6715023736198459,24,0.6680912056069206,6.492158147548875e-07,0.03347961368445767,1.326804628172777e-07,0.9860302093605434,0.5503280724689015,0.9226812300568982,0.046103668941189,4
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,7.884808048921447e-05,0.714216709031787,0.41944890000235757,0.6965680921195656,24,0.47177542684973595,1.0475739282012796e-07,0.017550873138716023,3.8093002677788594e-07,0.9813730784959399,0.5763458808252678,0.957122907236545,0.017648616912221415,5
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,2.06707607898873e-05,0.7189197180100861,0.4678252410444298,0.7032980469018704,24,0.13576159353897374,1.796386742468632e-05,0.036644378438591405,1.933026146483629e-06,0.9878352717502594,0.6428176367145787,0.9663702356164737,0.015621671108215773,6
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,4.7192786564681645e-05,0.7186441603268086,0.45795338497679744,0.7098084782126499,24,0.6817553227338581,2.405397129597128e-06,0.012047105028828983,1.4552100335778558e-08,0.9874566403229607,0.6292531629952582,0.9753159266609431,0.008835682114158638,7
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.0004859040904171757,0.718043542880244,0.464376614309052,0.709069433062582,40,0.508298234418268,7.623748599077108e-06,0.033365083801499,3.242484444451897e-06,0.9866313588851565,0.6380790337204412,0.9743004379375655,0.008974109817662002,0
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.00015792349588391572,0.71611646752591,0.47777424387909045,0.7024232601118374,40,0.6505950974203658,1.6109456811491066e-07,0.010756891206013041,1.8511928283659898e-11,0.9839834512556359,0.6564881143390124,0.9651682304067021,0.013693207414072539,1
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.002505837528202753,0.7152644358076752,0.46671166805733655,0.6939549171609077,40,0.34916351312966637,4.6666367617438704e-06,0.004609664945765488,9.012663064266214e-09,0.9828127127672662,0.6412875261239779,0.9535322609783483,0.021309518646767445,2
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.00023845406060012995,0.7176067370696942,0.4640651607350142,0.7046965882951325,40,0.4791857497293314,1.673220658777526e-05,0.020323585392606418,1.4840303418498386e-09,0.9860311636536767,0.6376510793630356,0.9682919084857212,0.012910148774561758,3
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.00010388787460657757,0.7166540755626641,0.47541418918520584,0.601774164525326,40,0.7948455134121847,2.083088047242363e-05,0.050950981556735254,4.3398590390291275e-05,0.9847221542954581,0.6532452692598262,0.8268708319637725,0.11487991103733819,4
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,4.161242797770975e-05,0.7151368288301871,0.4886600456888046,0.6881503850617122,40,0.7645596517581715,3.352285111156008e-06,0.034226713453815075,1.6758247910644658e-05,0.9826373737549589,0.6714458053294377,0.9455565143129725,0.02698644376847492,5
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,3.1216787580362178e-06,0.7181982949849277,0.44735541534410694,0.6858162569804565,40,0.6561157488188949,3.1718462658795695e-06,0.014602460290061943,1.6896068945074212e-10,0.9868439967966709,0.6146909692622956,0.9423492938268947,0.03238203800447126,6
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,1.367427206849701e-06,0.715467488803799,0.4442361164222172,0.7042083834469114,40,0.5138260003698608,1.0333354990632846e-05,0.04468801354960072,3.660699043142595e-05,0.9830917187627629,0.6104048808146116,0.9676210881467727,0.011259105356887567,7
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,2.3872472842643706e-05,0.7179871453692377,0.4534547486697576,0.7087112546234844,64,0.4588877102151189,8.762996681256462e-07,0.017156269216185144,1.6483882402285334e-10,0.9865538656001411,0.6230717890427248,0.9738082810431902,0.009275890745753301,0
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,4.7235224230019885e-05,0.7147498928976945,0.48562558386508375,0.7089279914318284,64,0.594716712718742,5.4854053733225335e-05,0.009640461478599718,9.181710712395675e-09,0.9821057024814518,0.6672762877252355,0.9741060893500222,0.005821901465866142,1
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,1.0835102434851295e-05,0.7156072561680398,0.4392643419771897,0.6838316818907881,64,0.6266592791356969,2.0846908035677865e-05,0.013758580669072313,8.359087577094442e-11,0.983283766815943,0.6035733890124688,0.9396223783954504,0.03177557427725164,2
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,5.5169625630743677e-05,0.7194831082377604,0.4669738152886404,0.7091327527206608,64,0.7053477031168556,5.84674982854799e-07,0.011813976557352843,3.9548521907284926e-11,0.9886094009398113,0.6416477308519695,0.9743874426337485,0.010350355517099619,3
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.00018630262141889896,0.7166462419979854,0.49104573843557736,0.70908359471729,64,0.48721675831406236,2.248926858868628e-07,0.006183224241249796,6.330016841752428e-10,0.9847113905463227,0.6747238785047623,0.9743198968307861,0.007562647280695445,4
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,5.188546336191019e-06,0.712762394466213,0.46196956486049373,0.6971568839587401,64,0.7584713574193757,1.5164681176546233e-06,0.016367236562930713,1.9075026202489353e-08,0.9793747702174154,0.6347716152610973,0.9579319396387515,0.015605510507472942,5
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.00023617127050347148,0.7178331491649486,0.4705496070290039,0.7010340747907761,64,0.6651839403603739,5.395000590988841e-07,0.016272351882088525,2.4570830090096186e-08,0.9863422663373841,0.6465610655638638,0.9632594132957449,0.016799074374172496,6
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.0004414860840839449,0.7165458247445722,0.48428462399213007,0.6768239175756784,64,0.6348364708842976,9.55038350797166e-06,0.03580930297350549,7.921287199825855e-05,0.9845734117117896,0.6654337350349686,0.9299933244229996,0.03972190716889379,7
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.00018424705819761747,0.7176031371233437,0.5186140786772779,0.7056930205077176,100,0.7677214525192401,1.004524176356413e-05,0.022319667233876656,1.0827213867787766e-08,0.9860262171292006,0.712604295736526,0.9696610612031127,0.01191011661562602,0
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,3.759282410973941e-05,0.7155824246400001,0.48719374064156673,0.6998770508362094,100,0.7425197268871523,7.425566811454797e-06,0.018663273062415532,5.260795957655503e-09,0.9832496469293486,0.6694310214689861,0.9616695986836983,0.015705373803790668,1
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,9.659537515337434e-06,0.7178980623298903,0.4931990981476836,0.6954939808801209,100,0.8005675703107458,1.4531955762941474e-05,0.010763097347602892,2.3615567998831716e-11,0.9864314605997252,0.6776827132996576,0.9556470192597294,0.022404081449769353,2
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.0003566019654257829,0.7161886685970404,0.4943253899652654,0.7004661379922814,100,0.7187997891359871,7.220999394068935e-06,0.01174285252125582,1.285381117124556e-09,0.9840826595023067,0.6792303002635687,0.9624790368675802,0.015722530604759033,3
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,2.65981464390165e-05,0.7150835035586641,0.49904032528668446,0.7031500446210192,100,0.7910182948701358,1.117663092000499e-05,0.022489199910650848,4.947933376444077e-08,0.9825641018961317,0.6857088809699244,0.9661668723345082,0.01193345893764497,4
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.0003996214021896373,0.7155028135721141,0.5052110714342395,0.6993515736131396,100,0.7571636230202428,8.327155455721985e-07,0.013527299078550223,2.893215104937839e-10,0.9831402569391878,0.6941878258991917,0.9609475640497247,0.016151239958974495,5
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,1.9260985357958237e-05,0.7168280590570066,0.4950751120307959,0.6862955689558897,100,0.8082058171292371,2.248129086418564e-06,0.014035297636966138,5.862090495955617e-11,0.9849612171951232,0.6802604596565958,0.943007894869047,0.030532490101116916,6
expB_capacity,10,"[0, 0]","[9, 9]","[9, 0]",0.04,90,0.45,8.0,0.1,0.05,0.3,0.9814814814814815,144,0.727772877289849,"[4, 6, 8, 12, 16, 24, 40, 64, 100]","[0, 1, 2, 3, 4, 5, 6, 7]",10000,0.001027109895229363,0.7177259141457685,0.4897285694083643,0.6929777280574569,100,0.594212787564458,1.5476935720121852e-06,0.0050151400303499296,4.268096223929815e-08,0.9861949195173441,0.6729140157463176,0.9521895493523123,0.02474818608831153,7
